objid,sample,asset_id,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,image_path
587722983363903712,original,1118,587722983363903712,14:00:56.52,+00:08:12.0,26,0.731,0.0,0.115,0.077,0.077,0.0,0.192,0.586,0.326,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1118.jpg
587722983363903721,original,1119,587722983363903721,14:00:58.12,+00:06:59.2,27,0.963,0.037,0.0,0.0,0.0,0.0,0.037,0.943,0.057,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1119.jpg
587722983363969147,original,1120,587722983363969147,14:01:08.71,+00:00:05.3,49,0.408,0.102,0.163,0.306,0.02,0.0,0.571,0.138,0.835,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1120.jpg
587722983363969173,original,1121,587722983363969173,14:01:20.62,+00:07:06.5,25,0.24,0.0,0.0,0.72,0.04,0.0,0.72,0.124,0.833,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1121.jpg
587722983363969239,original,1122,587722983363969239,14:01:37.99,+00:04:02.5,49,0.041,0.041,0.898,0.02,0.0,0.0,0.959,0.022,0.978,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1122.jpg
587722983364165735,original,1123,587722983364165735,14:03:25.84,+00:08:01.1,49,0.653,0.0,0.0,0.061,0.224,0.061,0.061,0.653,0.061,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1123.jpg
587722983364165789,original,1124,587722983364165789,14:02:58.96,+00:02:20.9,27,0.593,0.037,0.037,0.111,0.185,0.037,0.185,0.593,0.185,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1124.jpg
587722983364296728,original,1125,587722983364296728,14:04:04.20,+00:10:36.7,44,0.909,0.0,0.023,0.023,0.045,0.0,0.045,0.899,0.055,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1125.jpg
587722983364296855,original,1126,587722983364296855,14:04:07.39,+00:08:38.4,32,0.594,0.0,0.062,0.344,0.0,0.0,0.406,0.447,0.553,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1126.jpg
587722983364362498,original,1127,587722983364362498,14:04:47.30,+00:08:45.8,30,0.4,0.0,0.0,0.6,0.0,0.0,0.6,0.237,0.763,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1127.jpg
587722983364427884,original,1128,587722983364427884,14:05:35.40,+00:11:05.9,32,0.781,0.0,0.031,0.125,0.062,0.0,0.156,0.781,0.156,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1128.jpg
587722983364690145,original,1129,587722983364690145,14:07:58.55,+00:01:27.9,29,0.621,0.034,0.0,0.345,0.0,0.0,0.379,0.222,0.778,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1129.jpg
587722983364690155,original,1130,587722983364690155,14:08:03.20,+00:02:57.5,27,0.296,0.222,0.037,0.407,0.0,0.037,0.667,0.088,0.867,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1130.jpg
587722983364886739,original,1131,587722983364886739,14:09:46.00,+00:03:44.3,29,0.655,0.069,0.034,0.138,0.034,0.069,0.241,0.641,0.256,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1131.jpg
587722983365017874,original,1132,587722983365017874,14:11:12.34,+00:05:09.0,30,0.367,0.167,0.167,0.233,0.067,0.0,0.567,0.187,0.736,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1132.jpg
587722983365083362,original,1133,587722983365083362,14:11:34.44,+00:09:58.3,37,0.27,0.0,0.432,0.243,0.054,0.0,0.676,0.094,0.843,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1133.jpg
587722983365148798,original,1134,587722983365148798,14:11:55.65,+00:06:28.7,59,0.61,0.017,0.051,0.22,0.0,0.102,0.288,0.445,0.439,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1134.jpg
587722983365148913,original,1135,587722983365148913,14:12:21.81,+00:04:37.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1135.jpg
587722983365214341,original,1136,587722983365214341,14:12:28.18,+00:05:47.5,26,0.423,0.0,0.115,0.385,0.038,0.038,0.5,0.344,0.577,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1136.jpg
587722983365214346,original,1137,587722983365214346,14:12:29.26,+00:03:09.9,30,0.933,0.0,0.0,0.0,0.067,0.0,0.0,0.933,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1137.jpg
587722983365279858,original,1138,587722983365279858,14:13:02.55,+00:08:46.9,28,0.0,0.0,0.964,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1138.jpg
587722983365279925,original,1139,587722983365279925,14:13:30.00,+00:11:09.0,60,0.067,0.0,0.333,0.6,0.0,0.0,0.933,0.06,0.94,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1139.jpg
587722983365411120,original,1140,587722983365411120,14:14:42.08,+00:11:11.1,25,0.84,0.0,0.04,0.12,0.0,0.0,0.16,0.741,0.259,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1140.jpg
587722983365476542,original,1141,587722983365476542,14:14:56.58,+00:12:23.1,54,0.907,0.019,0.0,0.056,0.019,0.0,0.074,0.876,0.105,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1141.jpg
587722983365607675,original,1142,587722983365607675,14:16:27.27,+00:11:32.5,32,0.25,0.188,0.156,0.406,0.0,0.0,0.75,0.25,0.75,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1142.jpg
587722983365738649,original,1143,587722983365738649,14:17:18.68,+00:05:40.4,24,0.958,0.042,0.0,0.0,0.0,0.0,0.042,0.923,0.077,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\1143.jpg
587722983365738662,original,1144,587722983365738662,14:17:19.15,+00:03:03.6,33,0.455,0.03,0.152,0.333,0.0,0.03,0.515,0.154,0.804,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1144.jpg
587722983365738669,original,1145,587722983365738669,14:17:22.17,+00:01:25.3,25,0.08,0.92,0.0,0.0,0.0,0.0,0.92,0.078,0.922,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1145.jpg
587722983365738714,original,1146,587722983365738714,14:17:34.62,+00:12:31.5,34,0.647,0.059,0.029,0.206,0.059,0.0,0.294,0.557,0.382,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1146.jpg
587722983365738721,original,1147,587722983365738721,14:17:35.09,+00:09:32.7,28,0.25,0.0,0.0,0.714,0.0,0.036,0.714,0.173,0.79,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1147.jpg
587722983365869690,original,1148,587722983365869690,14:18:26.22,+00:10:09.8,71,0.634,0.028,0.042,0.169,0.127,0.0,0.239,0.334,0.479,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\1148.jpg
587722983365869710,original,1149,587722983365869710,14:18:35.46,+00:09:27.8,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1149.jpg
587722983365935319,original,1150,587722983365935319,14:19:12.73,+00:00:05.9,63,0.571,0.206,0.016,0.159,0.048,0.0,0.381,0.203,0.722,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1150.jpg
587722983365935340,original,1151,587722983365935340,14:19:18.51,+00:03:27.9,34,0.206,0.088,0.235,0.382,0.059,0.029,0.706,0.054,0.845,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\1151.jpg
587725552269000786,original,10000,587725552269000786,07:56:47.62,+45:52:40.2,35,0.714,0.086,0.029,0.114,0.029,0.029,0.229,0.561,0.374,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10000.jpg
587725552269000811,original,10001,587725552269000811,07:57:21.84,+45:48:00.7,32,0.375,0.031,0.031,0.531,0.031,0.0,0.594,0.142,0.82,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10001.jpg
587725552269000933,original,10002,587725552269000933,07:57:39.10,+45:44:01.8,26,0.0,0.038,0.462,0.5,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10002.jpg
587725552269000963,original,10003,587725552269000963,07:57:16.39,+45:48:25.2,23,0.522,0.043,0.0,0.0,0.348,0.087,0.043,0.522,0.043,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10003.jpg
587725552269000987,original,10004,587725552269000987,07:57:08.79,+45:50:56.7,33,0.636,0.03,0.182,0.121,0.03,0.0,0.333,0.411,0.552,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10004.jpg
587725552269066348,original,10005,587725552269066348,07:57:40.37,+45:59:30.7,26,0.692,0.154,0.0,0.115,0.038,0.0,0.269,0.692,0.269,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10005.jpg
587725552269066552,original,10006,587725552269066552,07:57:59.50,+46:00:48.1,34,0.088,0.853,0.029,0.0,0.029,0.0,0.882,0.088,0.882,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10006.jpg
587725552269132004,original,10008,587725552269132004,07:57:50.82,+46:03:34.0,26,0.385,0.038,0.038,0.462,0.038,0.038,0.538,0.168,0.739,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10008.jpg
587725552269197465,original,10009,587725552269197465,07:58:30.21,+46:09:50.7,29,0.966,0.0,0.0,0.034,0.0,0.0,0.034,0.966,0.034,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10009.jpg
587725552269197473,original,10010,587725552269197473,07:59:03.07,+46:06:44.1,59,0.898,0.017,0.017,0.017,0.051,0.0,0.051,0.827,0.117,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10010.jpg
587725552269197584,original,10011,587725552269197584,07:58:27.65,+46:19:13.6,46,0.652,0.0,0.065,0.065,0.087,0.13,0.13,0.652,0.13,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10011.jpg
587725552269263041,original,10012,587725552269263041,07:59:12.97,+46:14:44.7,30,0.867,0.0,0.0,0.067,0.067,0.0,0.067,0.867,0.067,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10012.jpg
587725552269328753,original,10013,587725552269328753,08:00:20.18,+46:27:20.1,63,0.111,0.73,0.079,0.079,0.0,0.0,0.889,0.084,0.916,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10013.jpg
587725552269394141,original,10014,587725552269394141,08:00:21.94,+46:32:11.1,33,0.939,0.0,0.0,0.061,0.0,0.0,0.061,0.897,0.103,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10014.jpg
587725552269394209,original,10015,587725552269394209,08:00:43.30,+46:34:57.1,34,0.5,0.0,0.0,0.029,0.0,0.471,0.029,0.475,0.043,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10015.jpg
587725552269394252,original,10016,587725552269394252,07:59:42.44,+46:35:50.0,28,0.0,0.0,0.0,0.893,0.107,0.0,0.893,0.0,0.893,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10016.jpg
587725552269459549,original,10017,587725552269459549,08:00:47.81,+46:41:25.7,41,0.0,0.0,0.39,0.122,0.098,0.39,0.512,0.0,0.512,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10017.jpg
587725552269459686,original,10018,587725552269459686,08:00:18.65,+46:39:37.2,36,0.722,0.083,0.056,0.083,0.056,0.0,0.222,0.384,0.525,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10018.jpg
587725552269459698,original,10019,587725552269459698,08:00:52.84,+46:36:22.5,20,0.2,0.0,0.0,0.75,0.05,0.0,0.75,0.059,0.885,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10019.jpg
587725552269459744,original,10020,587725552269459744,08:00:05.94,+46:45:23.0,55,0.709,0.0,0.0,0.0,0.0,0.291,0.0,0.709,0.0,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10020.jpg
587725552269721635,original,10024,587725552269721635,08:02:54.35,+47:07:09.2,30,0.2,0.433,0.033,0.167,0.1,0.067,0.633,0.093,0.727,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10024.jpg
587725552269918444,original,10025,587725552269918444,08:04:18.38,+47:27:49.7,21,0.238,0.429,0.048,0.143,0.095,0.048,0.619,0.093,0.746,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10025.jpg
587725552270049494,original,10026,587725552270049494,08:05:24.58,+47:44:39.1,28,0.179,0.0,0.0,0.714,0.107,0.0,0.714,0.087,0.799,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10026.jpg
587725552270180600,original,10028,587725552270180600,08:06:18.38,+48:07:12.1,33,0.576,0.182,0.03,0.121,0.091,0.0,0.333,0.328,0.555,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10028.jpg
587725552270246016,original,10029,587725552270246016,08:06:04.35,+48:11:18.5,29,0.552,0.069,0.0,0.379,0.0,0.0,0.448,0.502,0.498,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10029.jpg
587725552270246042,original,10030,587725552270246042,08:06:12.99,+48:13:50.6,64,0.391,0.0,0.578,0.031,0.0,0.0,0.609,0.127,0.873,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10030.jpg
587725552270377224,original,10031,587725552270377224,08:07:54.71,+48:29:27.3,35,0.914,0.0,0.029,0.0,0.057,0.0,0.029,0.845,0.088,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10031.jpg
587725552270442713,original,10032,587725552270442713,08:07:54.62,+48:33:45.3,32,0.688,0.0,0.0,0.0,0.0,0.312,0.0,0.688,0.0,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10032.jpg
587725552270508292,original,10033,587725552270508292,08:08:35.79,+48:45:09.9,30,0.333,0.0,0.367,0.267,0.033,0.0,0.633,0.095,0.863,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10033.jpg
587725552270573812,original,10034,587725552270573812,08:08:57.13,+48:53:20.6,24,0.75,0.083,0.083,0.042,0.042,0.0,0.208,0.427,0.506,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10034.jpg
587725552270639250,original,10035,587725552270639250,08:09:49.77,+48:54:31.5,58,0.172,0.069,0.345,0.397,0.017,0.0,0.81,0.101,0.882,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10035.jpg
587725552270704824,original,10036,587725552270704824,08:10:14.63,+49:02:15.7,30,0.467,0.0,0.167,0.367,0.0,0.0,0.533,0.178,0.822,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10036.jpg
587725552270704842,original,10037,587725552270704842,08:09:53.66,+49:06:53.6,34,0.529,0.0,0.147,0.176,0.118,0.029,0.324,0.419,0.424,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10037.jpg
587725552270770318,original,10039,587725552270770318,08:10:32.07,+49:07:53.5,60,0.783,0.0,0.067,0.117,0.033,0.0,0.183,0.419,0.519,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10039.jpg
587725552270770322,original,10040,587725552270770322,08:10:41.00,+49:07:09.2,24,0.458,0.083,0.292,0.083,0.042,0.042,0.458,0.191,0.7,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10040.jpg
587725552270770375,original,10041,587725552270770375,08:10:56.65,+49:08:37.5,38,0.368,0.0,0.0,0.632,0.0,0.0,0.632,0.126,0.874,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10041.jpg
587725552270770407,original,10042,587725552270770407,08:10:33.65,+49:13:12.6,16,0.938,0.0,0.0,0.0,0.062,0.0,0.0,0.938,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10042.jpg
587725552270770429,original,10043,587725552270770429,08:10:54.60,+49:11:03.7,32,0.938,0.062,0.0,0.0,0.0,0.0,0.062,0.912,0.088,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10043.jpg
587725552270770441,original,10044,587725552270770441,08:10:34.75,+49:14:08.3,34,0.559,0.029,0.0,0.029,0.118,0.265,0.059,0.483,0.099,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10044.jpg
587725552270835904,original,10045,587725552270835904,08:11:27.90,+49:18:08.4,63,0.254,0.159,0.111,0.27,0.048,0.159,0.54,0.109,0.658,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10045.jpg
587725552270901423,original,10046,587725552270901423,08:11:33.27,+49:23:53.7,24,0.333,0.375,0.0,0.292,0.0,0.0,0.667,0.089,0.911,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10046.jpg
587725552270901461,original,10047,587725552270901461,08:12:16.94,+49:22:38.8,26,0.885,0.0,0.0,0.077,0.038,0.0,0.077,0.793,0.164,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10047.jpg
587725552270901500,original,10048,587725552270901500,08:12:08.72,+49:26:08.5,34,0.176,0.0,0.824,0.0,0.0,0.0,0.824,0.062,0.938,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10048.jpg
587725552271032484,original,10049,587725552271032484,08:12:34.06,+49:37:42.6,63,0.921,0.0,0.016,0.048,0.016,0.0,0.063,0.921,0.063,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10049.jpg
587725552271032536,original,10050,587725552271032536,08:12:34.81,+49:42:32.0,31,0.903,0.032,0.0,0.065,0.0,0.0,0.097,0.789,0.211,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10050.jpg
587725552271097998,original,10051,587725552271097998,08:13:30.77,+49:40:54.1,27,0.963,0.0,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10051.jpg
587725552271360088,original,10052,587725552271360088,08:15:12.77,+50:20:58.1,60,0.883,0.0,0.0,0.067,0.017,0.033,0.067,0.763,0.176,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10052.jpg
587725552271360177,original,10053,587725552271360177,08:14:59.84,+50:18:24.2,52,0.846,0.058,0.0,0.058,0.038,0.0,0.115,0.594,0.345,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10053.jpg
587725552271360240,original,10054,587725552271360240,08:16:17.69,+50:16:32.0,37,0.162,0.757,0.0,0.0,0.027,0.054,0.757,0.13,0.788,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10054.jpg
587725552271753398,original,10056,587725552271753398,08:18:25.36,+51:01:43.1,34,0.235,0.0,0.029,0.735,0.0,0.0,0.765,0.054,0.946,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10056.jpg
587725552271753429,original,10058,587725552271753429,08:18:48.21,+51:02:21.9,29,0.0,0.724,0.034,0.241,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10058.jpg
587725552271949917,original,10059,587725552271949917,08:20:48.37,+51:17:29.1,62,0.903,0.0,0.016,0.0,0.081,0.0,0.016,0.903,0.016,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10059.jpg
587725552272146587,original,10061,587725552272146587,08:22:39.17,+51:37:08.1,23,0.565,0.217,0.0,0.13,0.087,0.0,0.348,0.52,0.392,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10061.jpg
587725552272277686,original,10062,587725552272277686,08:24:03.68,+51:54:15.7,24,0.5,0.458,0.0,0.042,0.0,0.0,0.5,0.5,0.5,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10062.jpg
587725552272277703,original,10063,587725552272277703,08:23:54.97,+51:57:37.0,23,0.087,0.0,0.652,0.261,0.0,0.0,0.913,0.071,0.929,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10063.jpg
587725552272605318,original,10064,587725552272605318,08:25:56.92,+52:32:33.3,49,0.735,0.02,0.061,0.143,0.041,0.0,0.224,0.429,0.508,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10064.jpg
587725552272670868,original,10066,587725552272670868,08:26:54.17,+52:40:42.9,27,0.963,0.0,0.0,0.0,0.0,0.037,0.0,0.963,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10066.jpg
587725552272670951,original,10067,587725552272670951,08:27:03.14,+52:45:11.4,54,0.037,0.667,0.019,0.241,0.037,0.0,0.926,0.037,0.926,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10067.jpg
587725552272998617,original,10070,587725552272998617,08:30:28.53,+53:14:37.3,33,0.758,0.03,0.0,0.212,0.0,0.0,0.242,0.462,0.538,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10070.jpg
587725552272998673,original,10073,587725552272998673,08:30:03.56,+53:21:21.8,33,0.0,0.0,0.121,0.0,0.03,0.848,0.121,0.0,0.121,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10073.jpg
587725552273064085,original,10074,587725552273064085,08:30:37.51,+53:28:48.1,63,0.825,0.0,0.016,0.063,0.048,0.048,0.079,0.755,0.143,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10074.jpg
587725552273064196,original,10075,587725552273064196,08:30:33.07,+53:26:45.1,33,0.879,0.0,0.0,0.03,0.091,0.0,0.03,0.872,0.037,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10075.jpg
587725552273129630,original,10076,587725552273129630,08:30:53.83,+53:28:11.5,40,0.55,0.0,0.2,0.25,0.0,0.0,0.45,0.367,0.633,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10076.jpg
587725552273129671,original,10077,587725552273129671,08:31:32.85,+53:30:19.4,22,0.364,0.045,0.227,0.364,0.0,0.0,0.636,0.175,0.825,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10077.jpg
587725552273260727,original,10078,587725552273260727,08:32:30.19,+53:43:43.6,24,0.917,0.0,0.0,0.083,0.0,0.0,0.083,0.877,0.123,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10078.jpg
587725552273326145,original,10079,587725552273326145,08:33:22.30,+53:49:56.2,56,0.107,0.018,0.357,0.5,0.0,0.018,0.875,0.105,0.878,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10079.jpg
587725552273326275,original,10080,587725552273326275,08:33:16.04,+53:51:23.5,63,0.81,0.032,0.016,0.111,0.032,0.0,0.159,0.784,0.184,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10080.jpg
587725552273326307,original,10081,587725552273326307,08:33:27.00,+53:52:45.8,33,0.909,0.0,0.0,0.061,0.03,0.0,0.061,0.909,0.061,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10081.jpg
587725552273391769,original,10082,587725552273391769,08:34:06.02,+53:54:01.5,61,0.934,0.0,0.0,0.033,0.016,0.016,0.033,0.912,0.055,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10082.jpg
587725552273391845,original,10083,587725552273391845,08:34:13.17,+54:00:10.0,59,0.102,0.017,0.678,0.203,0.0,0.0,0.898,0.059,0.941,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10083.jpg
587725552273457404,original,10084,587725552273457404,08:34:26.46,+54:10:44.4,48,0.854,0.0,0.0,0.062,0.083,0.0,0.062,0.825,0.09,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10084.jpg
587725552273653919,original,10085,587725552273653919,08:36:03.60,+54:25:50.7,31,0.258,0.0,0.097,0.613,0.032,0.0,0.71,0.226,0.742,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10085.jpg
587725552273719446,original,10086,587725552273719446,08:36:58.29,+54:30:52.7,30,0.833,0.033,0.0,0.033,0.033,0.067,0.067,0.765,0.127,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10086.jpg
587725552273719472,original,10087,587725552273719472,08:37:00.54,+54:36:14.0,23,0.957,0.0,0.0,0.0,0.043,0.0,0.0,0.957,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10087.jpg
587725552273850489,original,10088,587725552273850489,08:37:51.31,+54:45:22.0,22,0.318,0.0,0.0,0.364,0.0,0.318,0.364,0.176,0.466,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10088.jpg
587725552273850515,original,10089,587725552273850515,08:38:12.04,+54:45:32.4,34,0.147,0.235,0.147,0.441,0.029,0.0,0.824,0.147,0.824,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10089.jpg
587725552274309331,original,10090,587725552274309331,08:43:48.07,+55:31:57.7,40,0.85,0.025,0.0,0.05,0.075,0.0,0.075,0.761,0.156,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10090.jpg
587725552274309353,original,10091,587725552274309353,08:43:15.70,+55:39:03.9,37,0.568,0.027,0.081,0.216,0.108,0.0,0.324,0.223,0.611,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10091.jpg
587725552274374736,original,10092,587725552274374736,08:44:27.64,+55:37:42.7,29,0.966,0.034,0.0,0.0,0.0,0.0,0.034,0.966,0.034,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10092.jpg
587725552274505871,original,10093,587725552274505871,08:45:18.89,+55:50:33.1,27,0.444,0.037,0.0,0.519,0.0,0.0,0.556,0.346,0.654,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10093.jpg
587725552274702453,original,10094,587725552274702453,08:47:13.45,+56:12:57.6,34,0.794,0.0,0.176,0.029,0.0,0.0,0.206,0.765,0.235,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10094.jpg
587725552274702482,original,10095,587725552274702482,08:47:38.31,+56:14:47.7,30,0.5,0.133,0.033,0.167,0.167,0.0,0.333,0.209,0.559,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10095.jpg
